,NBN.Atlas.record.ID,Occurrence.ID,Licence,Rightsholder,Scientific.name,Taxon.author,Name.qualifier,Common.name,Species.ID..TVK.,Taxon.Rank,Occurrence.status,Start.date,Start.date.day,Start.date.month,Start.date.year,End.date,End.date.day,End.date.month,End.date.year,Locality,OSGR,Latitude,Longitude,Coordinate.uncertainty..m.,Verbatim.depth,Recorder,Determiner,Individual.count,Abundance,Abundance.scale,Organism.scope,Organism.remarks,Sex,Life.stage,Occurrence.remarks,Identification.verification.status,Basis.of.record,Survey.key,Dataset.name,Dataset.ID,Data.provider,Data.provider.ID,Institution.code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR.100km,OSGR.10km,OSGR.2km,OSGR.1km,Country,State.Province,Vitality
811,911821c2-c5f4-4890-b7fb-b0b6c0ffae08,T-MRLRC00200000DF5,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,26/06/2005,26,6,2005,,NA,NA,NA,DWT-17,SY382889,50.697,-2.876,70.7,-21.3 to -20.3 m,Lin Baldock,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC00200000010,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SY,SY38,SY38Z,SY3888,United Kingdom,England,alive
813,90b57008-70c5-401d-8972-a7a9ab451608,501441554,CC-BY,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,16/06/2002,16,6,2002,16/06/2002,16,6,2002,Plymouth Breakwater north,SX473505,50.335047,-4.146312,70.7,,Keith Hiscock,,Present,,,NA,NA,,,,Accepted,HumanObservation,1,"Seasearch Pink Sea Fan, Eunicella verrucosa,  Survey",dr716,Seasearch,dp119,Seasearch/Marine Conservation Society,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX45,SX45Q,SX4750,United Kingdom,England,
814,903175a1-1cb1-42d6-aa6e-7a338d11b13d,T-MRLRC003000093FC,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,11/06/2014,11,6,2014,,NA,NA,NA,James Eagan Layne Wreck,SX403497,50.32592,-4.244207,70.7,-19.2 to -8.6 m,Sally Sharrock,,,C,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC00300000072,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX44,SX44E,SX4049,United Kingdom,England,alive
815,8fb045f4-dc25-4aa6-b60b-b270df8bbc51,T-MRLRC00300007A2D,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,14/06/2013,14,6,2013,,NA,NA,NA,"Tol Pedn Pinnacle, Pencra Head",SW816222,50.0605,-5.051786,70.7,-23.5 to -16.5 m,Chris Wood,,,C,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC00300000062,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SW,SW82,SW82B,SW8122,United Kingdom,England,alive
816,8f057646-6925-4789-8256-6f89d4a84837,T-MRMCS01500003509,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,12/06/2009,12,6,2009,,NA,NA,NA,Black Head,SX945642,50.46827,-3.486804,70.7,-8 to -6 m,Mike Markey,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS01500000027,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX96,SX96M,SX9464,United Kingdom,England,alive
818,8db3dcab-4457-48fe-9138-d82687f8b46c,T-MRCON050000000AF,CC-BY,The Wildlife Trusts,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,18/06/2015,18,6,2015,,NA,NA,NA,Manacles Site C,SW8120,50.04025,-5.058715,100,-20.8 to -18.8 m,Dominic Flint,,,R,SACFORN,NA,NA,,,,Accepted,HumanObservation,MRCON05000000002,Marine Data from The Wildlife Trusts (TWT) Dive Team; 2014-2018,dr1186,The Wildlife Trusts,dp128,TWT,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SW,SW82,SW82A,SW8120,United Kingdom,England,
819,8d64f133-ccf8-42a8-963f-fbf2caedd782,501441012,CC-BY,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,06/06/2012,6,6,2012,06/06/2012,6,6,2012,Gull Rock,SS141462,51.185186,-4.660689,70.7,,Mike Markey,,Occasional,,,NA,NA,,,,Accepted,HumanObservation,1,"Seasearch Pink Sea Fan, Eunicella verrucosa,  Survey",dr716,Seasearch,dp119,Seasearch/Marine Conservation Society,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SS,SS14,SS14N,SS1446,United Kingdom,England,
820,8cf02d9e-7331-4dee-ad39-7f356714c2bb,T-MRMCS01500009873,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,22/06/2014,22,6,2014,,NA,NA,NA,East Rutts,SX588378,50.22368,-3.980003,70.7,-16.5 to -10.5 m,Chris Webb,,,O,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS01500000064,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX53,SX53Y,SX5837,United Kingdom,England,alive
821,8cc50ee7-c74a-442e-a68a-d9ed2b7b7fbc,T-MRMCS01500004BF9,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,23/06/2010,23,6,2010,,NA,NA,NA,Shark Reef,SX502466,50.30105,-4.104585,70.7,-24.8 to -24.8 m,Sally Sharrock,,,F,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS01500000034,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX54,SX54D,SX5046,United Kingdom,England,alive
822,8c6f1d78-8806-40c6-9771-96f3821e96d0,T-MRLRC0030000E170,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,20/06/2018,20,6,2018,,NA,NA,NA,Mohegan,SW822205,50.04553,-5.043151,70.7,-15.6 to -13.6 m,"Sally Sharrock, Lindsay Mahon",,,F,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC003000000A3,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SW,SW82,SW82F,SW8220,United Kingdom,England,alive
824,8b0d893e-63a8-4ac6-9d19-d1b5a6aaebe4,T-MRLRC00200004185,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,09/06/2007,9,6,2007,,NA,NA,NA,Bob's Bump,SS138475,51.19684,-4.665553,70.7,-16.65 to -0.65 m,Lynda Rose,,,C,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC0020000001F,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SS,SS14,SS14I,SS1347,United Kingdom,England,alive
825,8b0d5640-b293-42e8-a4d9-5d9b9d821a8f,T-MRMCS015000046DC,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,11/06/2010,11,6,2010,,NA,NA,NA,East Rutts,SX589378,50.22338,-3.978897,70.7,-31.7 to -15.7 m,Richard Dean,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS01500000031,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX53,SX53Y,SX5837,United Kingdom,England,alive
826,8ab57f9a-2006-427c-b257-722995a83c8b,T-MRLRC01500001114,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,08/06/2014,8,6,2014,,NA,NA,NA,"Rob's Ledge, Sawtooth Ledges",SY437875,50.68483,-2.797305,70.7,-19.7 to -19.7 m,Nick Owen,,,O,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC01500000006,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SY,SY48,SY48I,SY4387,United Kingdom,England,alive
827,8a638a50-7709-485c-bf0d-12ee1fa8f64c,550543953,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,24/06/2007,24,6,2007,24/06/2007,24,6,2007,Thorn Rock,SM741087,51.731846,-5.272063,70.7,-20 to -15 m,Kate Lock,,R,,,NA,NA,,,,Accepted,HumanObservation,MRCCW30000000057,Marine Species Records from Skomer Marine Conservation Zone (MCZ) Marine Monitoring Programme,dr1253,Natural Resources Wales,dp122,Natural Resources Wales,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SM,SM70,SM70P,SM7408,United Kingdom,Wales,
828,8a5149f7-e475-4005-a93f-d9d0c84fb819,T-MRLRC024000021BE,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,25/06/2020,25,6,2020,,NA,NA,NA,Countess of Erne Wreck,SY704763,50.58595,-2.418208,70.7,-12.3 to -6.8 m,Charlotte Bolton,,3,,,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC02400000005,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SY,SY77,SY77D,SY7076,United Kingdom,England,alive
829,89c8387b-8dc7-4e4a-b083-eff9bfe73787,T-MRLRC0080000383E,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,14/06/2009,14,6,2009,,NA,NA,NA,"North of the British Inventor, Lulworth Banks",SY784779,50.60091,-2.306063,70.7,-19.6 to -15.6 m,Rebecca Eakins,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC00800000022,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SY,SY77,SY77Y,SY7877,United Kingdom,England,alive
830,89a1e38b-5bf4-4227-b2a5-11ee5654312b,281317519,CC-BY,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,28/06/1977,28,6,1977,28/06/1977,28,6,1977,Gulland Rock,SW881789,50.571786,-4.993195,70.7,,Ralph Rayner,,,,,NA,NA,,,,Accepted,HumanObservation,MRMLN00100000009,DASSH Data Archive Centre volunteer survey data,dr1200,Marine Biological Association,dp80,Marine Biological Association,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SW,SW87,SW87Z,SW8878,United Kingdom,England,
832,889560de-b8fa-4e7f-8f07-19d10e8aeb63,T-MRMCS0150000AAE5,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,29/06/2015,29,6,2015,,NA,NA,NA,Knoll Pins,SS142465,51.18783,-4.659293,70.7,-22.5 to -0.5 m,David Dooley,,,O,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS0150000006B,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SS,SS14,SS14N,SS1446,United Kingdom,England,alive
833,888ae0c5-9ee0-4d35-82a0-2623a80cf0d2,281317447,CC-BY,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,27/06/1977,27,6,1977,27/06/1977,27,6,1977,50m offshore west of Kellan Head,SW964814,50.597192,-4.877509,70.7,,Keith Hiscock,,,,,NA,NA,,,,Accepted,HumanObservation,MRMLN00100000009,DASSH Data Archive Centre volunteer survey data,dr1200,Marine Biological Association,dp80,Marine Biological Association,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SW,SW98,SW98Q,SW9681,United Kingdom,England,
834,88528d31-fb49-43ce-91af-617d2391bab4,501441037,CC-BY,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,03/06/2006,3,6,2006,03/06/2006,3,6,2006,"Dead Cow Point, Lundy",SS124451,51.17475,-4.684412,70.7,,Gavin Black,,Occasional,,,NA,NA,,,,Accepted,HumanObservation,1,"Seasearch Pink Sea Fan, Eunicella verrucosa,  Survey",dr716,Seasearch,dp119,Seasearch/Marine Conservation Society,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SS,SS14,SS14H,SS1245,United Kingdom,England,
835,87316f32-fba5-4f18-89a7-2a15debd6a4e,T-MRLRC0030000630C,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,26/06/2011,26,6,2011,,NA,NA,NA,Scylla,SX397498,50.32676,-4.2522,70.7,-20 to -4 m,David Dooley,,,O,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC00300000052,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX34,SX34Z,SX3949,United Kingdom,England,alive
836,872470dc-e72c-4450-bd4a-43d6bbef9baa,501441570,CC-BY,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,15/06/2002,15,6,2002,15/06/2002,15,6,2002,"Wreck of Persier, Bigbury Bay",SX599446,50.285151,-3.967189,70.7,,Keith Hiscock,,Abundant,,,NA,NA,,,,Accepted,HumanObservation,1,"Seasearch Pink Sea Fan, Eunicella verrucosa,  Survey",dr716,Seasearch,dp119,Seasearch/Marine Conservation Society,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX54,SX54X,SX5944,United Kingdom,England,
840,85f5c775-c008-42e4-b42f-c4ba0363fb77,501441113,CC-BY,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,16/06/2002,16,6,2002,16/06/2002,16,6,2002,"Plymouth breakwater, 'boilers'",SX473505,50.335047,-4.146312,70.7,,Chris Wood/Brod Mason,,Common,,,NA,NA,,,,Accepted,HumanObservation,1,"Seasearch Pink Sea Fan, Eunicella verrucosa,  Survey",dr716,Seasearch,dp119,Seasearch/Marine Conservation Society,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX45,SX45Q,SX4750,United Kingdom,England,
841,85c1502b-9c74-4f4b-87e0-cda2ab813de5,T-MRMCS0150000F9B5,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,08/06/2018,8,6,2018,,NA,NA,NA,Mewstone Ledges,SX497468,50.3028,-4.111474,70.7,-19.7 to -13.7 m,Peter Hewitt,,,O,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS01500000095,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX44,SX44Y,SX4946,United Kingdom,England,alive
842,85bbc610-31ce-4909-85f3-766321b04e67,T-MRLRC018000125CA,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,24/06/2017,24,6,2017,,NA,NA,NA,The Pancakes,SY391883,50.69121,-2.862531,70.7,-21 to -20 m,Fiona Ravenscroft,,,C,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC0180000000F,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SY,SY38,SY38Z,SY3988,United Kingdom,England,alive
843,85ab0c50-1a1f-4006-bc43-8e772ec5ba1a,T-MRMCS015000024BF,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,04/06/2009,4,6,2009,,NA,NA,NA,Drop off,SX456462,50.29572,-4.168835,70.7,-34 to -29 m,Chris Webb,,,C,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS0150000001A,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX44,SX44N,SX4546,United Kingdom,England,alive
844,85a81a2e-b574-494c-8ec7-55de2ce0fd6f,T-MRMCS01500000B79,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,01/06/2008,1,6,2008,,NA,NA,NA,Needle Rock,SS123457,51.18002,-4.685576,70.7,Null,Kenneth Quelch,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS0150000000D,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SS,SS14,SS14H,SS1245,United Kingdom,England,alive
846,84d5016a-e801-4c7f-9d30-77a662ad5654,18466216,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,28/06/1977,28,6,1977,28/06/1977,28,6,1977,Southwest Gulland Rock. (Gulland Rock),SW877789,50.571641,-4.998836,70.7,-24 to -16 m,Stuart Honey,,O,,,NA,NA,,,,Accepted,HumanObservation,JNCCMNCR10000068,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,Joint Nature Conservation Committee,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SW,SW87,SW87U,SW8778,United Kingdom,England,
847,84a4349c-3101-411a-a514-708f0fc38412,T-MRMCS01500004BD7,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,23/06/2010,23,6,2010,,NA,NA,NA,Shark Reef,SX502466,50.30105,-4.104585,70.7,-24.8 to -21.8 m,Sally Sharrock,,,F,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS01500000034,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX54,SX54D,SX5046,United Kingdom,England,alive
849,83a68f7f-f10e-4194-b537-7a61d3f52448,T-MRBAL00100011397,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,08/06/2013,8,6,2013,,NA,NA,NA,"East of Sawtooth Ledges, Peter 1",SY446876,50.68594,-2.784554,70.7,-20.3 to -16.5 m,"Alison Bessell, Nick Owen",,,F,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRBAL00100000008,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SY,SY48,SY48N,SY4487,United Kingdom,England,alive
850,82b6e3fe-db82-468b-9823-e8824d48c978,T-MRLRC00200004239,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,10/06/2007,10,6,2007,,NA,NA,NA,Knoll Pins,SS142465,51.18752,-4.659424,70.7,-18.22 to 0.78 m,Martin Pratt,,,C,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC0020000001F,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SS,SS14,SS14N,SS1446,United Kingdom,England,alive
852,82883e30-5cc3-41e7-8c79-268d53a19dcd,T-MRMCS01500009408,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,02/06/2013,2,6,2013,,NA,NA,NA,Brazen Ward,SS142466,51.18902,-4.660062,70.7,-10.8 to 4.2 m,David Dooley,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS0150000005E,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SS,SS14,SS14N,SS1446,United Kingdom,England,alive
854,822d5fc4-be68-4c7b-b2d4-fd073c62004d,501441637,CC-BY,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,09/06/2007,9,6,2007,09/06/2007,9,6,2007,"Battery Point, Lundy",SS125452,51.175681,-4.683035,70.7,,Sally Sharrock,,Occasional,,,NA,NA,,,,Accepted,HumanObservation,1,"Seasearch Pink Sea Fan, Eunicella verrucosa,  Survey",dr716,Seasearch,dp119,Seasearch/Marine Conservation Society,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SS,SS14,SS14H,SS1245,United Kingdom,England,
855,819b1db7-b2bb-4abd-99f1-a19f83f34ea2,T-MRLRC00200001114,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,18/06/2005,18,6,2005,,NA,NA,NA,Mewstone,SX911492,50.33287,-3.530271,70.7,-19 to -9 m,Paul Lott,,,O,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC00200000012,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX94,SX94E,SX9149,United Kingdom,England,alive
856,80e81a40-48c9-4c8f-9720-e4e80116b6f1,T-MRLRC0030000E691,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,10/06/2018,10,6,2018,,NA,NA,NA,Syracusa Wreck,SW792646,50.43974,-5.11019,70.7,-29.3 to -25.3 m,Sean Dixon,,,O,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC003000000A2,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SW,SW76,SW76X,SW7964,United Kingdom,England,alive
857,80c32853-23f0-494a-8096-9f9e4080b087,T-MRMCS015000046EF,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,11/06/2010,11,6,2010,,NA,NA,NA,East Rutts,SX589378,50.22338,-3.978897,70.7,-35 to -31.7 m,Richard Dean,,,O,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS01500000031,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX53,SX53Y,SX5837,United Kingdom,England,alive
858,809717e9-5cee-49b5-a511-a569c7fc255c,T-MRMCS01500003F64,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,12/06/2010,12,6,2010,,NA,NA,NA,Shoal Ground Drop off,SX694343,50.19452,-3.83022,70.7,-41 to -31 m,Richard Dean,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS0150000002F,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX63,SX63X,SX6934,United Kingdom,England,alive
859,806a2fd8-a051-4e49-9785-88d7f365f90c,T-MRLRC00200003198,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,18/06/2007,18,6,2007,,NA,NA,NA,Plymouth Breakwater,SX466504,50.33401,-4.156191,70.7,-12.9 to -0.9 m,Kristen Simms,,,C,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC00200000024,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX45,SX45Q,SX4650,United Kingdom,England,alive
860,7fc377b9-297b-4fa2-b20c-58983a69d11c,T-MRMCS0150000B663,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,13/06/2015,13,6,2015,,NA,NA,NA,Sharkham Pinnacle,SX936542,50.37831,-3.496663,70.7,-11.3 to -8.3 m,Polly Whyte,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS01500000074,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX95,SX95H,SX9354,United Kingdom,England,alive
861,7fbfa402-93e0-46fa-a2bc-47085019acf4,T-MRLRC00800002FD6,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,14/06/2009,14,6,2009,,NA,NA,NA,Lulworth Banks South,SY775757,50.58127,-2.318995,70.7,-21.3 to -19.3 m,Kathryn Dawson,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC00800000022,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SY,SY77,SY77S,SY7775,United Kingdom,England,alive
862,7fbef26e-e91e-43ca-8da1-46fab00f57a8,18781722,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,30/06/1977,30,6,1977,30/06/1977,30,6,1977,West of the Mouls. (Port Quin Bay),SW940815,50.597248,-4.91143,70.7,-7 to -4 m,Bernard Picton,,O,,,NA,NA,,,,Accepted,HumanObservation,JNCCMNCR10000068,Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC,dr883,Joint Nature Conservation Committee,dp87,Joint Nature Conservation Committee,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SW,SW98,SW98K,SW9481,United Kingdom,England,
